"","Patent.Number...Numéro.du.brevet","Agent.Type.Code...Code.du.type.d.agent","Applicant.Type.Code...Code.du.type.de.demandeur","Interested.Party.Type.Code...Code.du.type.de.partie.intéressée","Interested.Party.Type...Type.de.partie.intéressée","Owner.Enable.Date...Date.d.activation.par.le.propriétaire","Ownership.End.date...Date.de.désactivation.par.le.propriétaire","Party.Name...Nom.de.la.partie","Party.Address.Line.1...Ligne.1.de.l.adresse.de.la.partie","Party.Address.Line.2...Ligne.2.de.l.adresse.de.la.partie","Party.Address.Line.3...Ligne.3.de.l.adresse.de.la.partie","Party.Address.Line.4...Ligne.4.de.l.adresse.de.la.partie","Party.Address.Line.5...Ligne.5.de.l.adresse.de.la.partie","Party.City...Ville.de.la.partie","Party.Province.Code...Code.de.la.province.de.la.partie","Party.Province...Étiquette.de.la.province.de.la.partie","Party.Postal.Code...Code.postal.de.la.partie","Party.Country.Code...Code.du.pays.de.la.partie","Party.Country...Pays.de.la.partie","Filing.Date...Date.de.dépôt","Grant.Date...Date.de.l.octroi","Application.Status.Code...Code.du.statut.de.la.demande","Application.Type.Code...Code.du.type.de.la.demande","Application.Patent.Title.English...Demande.Titre.anglais.du.brevet","Application.Patent.Title.French...Demande.Titre.français.du.brevet","Bibliographic.File.Extract.Date...Date.d.extraction.du.fichier.bibliographique","Country.of.Publication.Code...Code.du.pays.de.publication","Document.Kind.Type...Genre.du.type.de.document","Examination.Request.Date...Date.de.la.demande.d.examen","Filing.Country.Code...Code.du.pays.de.dépôt","Language.of.Filing.Code...Langue.du.dépôt.de.la.demande","License.For.Sale.Indicator...Indicateur.de.la.licence.de.vente","PCT.Application.Number...Numéro.de.demande.du.TCMB","PCT.Publication.Number...Numéro.de.publication.du.TCMB","PCT.Publication.Date...Date.de.publication.du.TCMB","Parent.Application.Number...Numéro.de.la.demande.principale","PCT.Article.22.39.fulfilled.Date...Date.d.accomplissement.des.articles.22.à.29.du.TCMB","PCT.Section.371.Date...Date.de.l.article.371.du.TCMB","PCT.Publication.Country.Code...Code.du.pays.de.publication.du.TCMB","Publication.Kind.Type...Genre.de.type.de.publication","Printed.as.Amended.Country.Code...Code.du.pays.de.la.demande.imprimée.après.modification","Country"
"353533","2953166","-2","APPLICANT","APPL","Applicant","NULL","NULL","NEOMED INSTITUTE","7171, rue Frederick-Banting","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H4S 1Z9","CA","Canada",2016-12-23,"NULL","DE","NON-PCT","MATRIPTASE INHIBITORS AND USES THEREOF","INHIBITEURS DE MATRIPTASE ET UTILISATIONS ASSOCIEES","2022-01-17","CA","A1","NULL","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"353541","2953168","-2","-2","OWNR","Owner","2016-12-23","NULL","NEOMED INSTITUTE","7171 FREDERICK-BANTING","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H4S 1Z9","CA","Canada",2016-12-23,"NULL","DE","NON-PCT","MATRIPTASE INHIBITORS AND USES THEREOF","INHIBITEURS DE MATRIPTASE ET UTILISATIONS ASSOCIEES","2022-01-17","CA","A1","NULL","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"353546","2953168","-2","APPLICANT","APPL","Applicant","NULL","NULL","NEOMED INSTITUTE","7171 FREDERICK-BANTING","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H4S 1Z9","CA","Canada",2016-12-23,"NULL","DE","NON-PCT","MATRIPTASE INHIBITORS AND USES THEREOF","INHIBITEURS DE MATRIPTASE ET UTILISATIONS ASSOCIEES","2022-01-17","CA","A1","NULL","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"353564","2953176","-2","-2","OWNR","Owner","2016-12-28","NULL","PRODUCTIONS WEDOODLE INC.","2620 SALABERRY","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H3M 1L3","CA","Canada",2016-12-28,"NULL","DE","NON-PCT","SWIVEL CLIP","PINCE PIVOT","2022-01-17","CA","A1","NULL","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"353565","2953176","-2","APPLICANT","APPL","Applicant","NULL","NULL","PRODUCTIONS WEDOODLE INC.","2620 SALABERRY","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H3M 1L3","CA","Canada",2016-12-28,"NULL","DE","NON-PCT","SWIVEL CLIP","PINCE PIVOT","2022-01-17","CA","A1","NULL","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"353696","2953289","-2","-2","OWNR","Owner","2015-05-29","2018-07-13","BOMBARDIER INC.","400 CHEMIN DE LA COTE-VERTU OUEST","NULL","NULL","NULL","NULL","DORVAL","Q1","Quebec","H4S 1Y9","CA","Canada",2015-05-29,"NULL","CO","PCT","RESHAPING OF DEFORMED COMPONENTS FOR ASSEMBLY","REMODELAGE DE COMPOSANTS DEFORMES POUR ASSEMBLAGE","2022-01-17","CA","A1","NULL","IB","EN"," 0","PCT/IB2015/054095","WO2015/198174","2015-12-30","NULL","2016-12-21","2015-05-29","WO","A1","CA","CA"
"353698","2953289","-2","APPLICANT","APPL","Applicant","NULL","NULL","BOMBARDIER INC.","400 CHEMIN DE LA COTE-VERTU OUEST","NULL","NULL","NULL","NULL","DORVAL","Q1","Quebec","H4S 1Y9","CA","Canada",2015-05-29,"NULL","CO","PCT","RESHAPING OF DEFORMED COMPONENTS FOR ASSEMBLY","REMODELAGE DE COMPOSANTS DEFORMES POUR ASSEMBLAGE","2022-01-17","CA","A1","NULL","IB","EN"," 0","PCT/IB2015/054095","WO2015/198174","2015-12-30","NULL","2016-12-21","2015-05-29","WO","A1","CA","CA"
"353700","2953289","-2","-2","OWNR","Owner","2018-07-13","2020-11-16","C SERIES AIRCRAFT LIMITED PARTNERSHIP","13100 HENRI-FABRE BLVD","NULL","NULL","NULL","NULL","MIRABEL","Q1","Quebec","J7N 3C6","CA","Canada",2015-05-29,"NULL","CO","PCT","RESHAPING OF DEFORMED COMPONENTS FOR ASSEMBLY","REMODELAGE DE COMPOSANTS DEFORMES POUR ASSEMBLAGE","2022-01-17","CA","A1","NULL","IB","EN"," 0","PCT/IB2015/054095","WO2015/198174","2015-12-30","NULL","2016-12-21","2015-05-29","WO","A1","CA","CA"
"353701","2953289","-2","-2","OWNR","Owner","2020-11-16","NULL","AIRBUS CANADA LIMITED PARTNERSHIP","13100 HENRI-FABRE BLVD.","NULL","NULL","NULL","NULL","MIRABEL","Q1","Quebec","J7N 3C6","CA","Canada",2015-05-29,"NULL","CO","PCT","RESHAPING OF DEFORMED COMPONENTS FOR ASSEMBLY","REMODELAGE DE COMPOSANTS DEFORMES POUR ASSEMBLAGE","2022-01-17","CA","A1","NULL","IB","EN"," 0","PCT/IB2015/054095","WO2015/198174","2015-12-30","NULL","2016-12-21","2015-05-29","WO","A1","CA","CA"
"353705","2953291","-2","-2","OWNR","Owner","2015-05-28","NULL","BOMBARDIER INC.","400 Cote Vertu Road West","NULL","NULL","NULL","NULL","DORVAL","Q1","Quebec","H4S 1Y9","CA","Canada",2015-05-28,"NULL","PG","PCT","INTERACTIVE SIDEWALL DISPLAY SYSTEM AND METHOD","SYSTEME D'AFFICHAGE INTERACTIF AU NIVEAU DE PAROIS LATERALES ET PROCEDE ASSOCIE","2022-07-25","CA","A1","2020-05-28","IB","EN"," 0","PCT/IB2015/054039","WO2015/198172","2015-12-30","NULL","2016-12-21","2015-05-28","WO","A1","CA","CA"
"353707","2953291","-2","APPLICANT","APPL","Applicant","NULL","NULL","BOMBARDIER INC.","400 Cote Vertu Road West","NULL","NULL","NULL","NULL","DORVAL","Q1","Quebec","H4S 1Y9","CA","Canada",2015-05-28,"NULL","PG","PCT","INTERACTIVE SIDEWALL DISPLAY SYSTEM AND METHOD","SYSTEME D'AFFICHAGE INTERACTIF AU NIVEAU DE PAROIS LATERALES ET PROCEDE ASSOCIE","2022-07-25","CA","A1","2020-05-28","IB","EN"," 0","PCT/IB2015/054039","WO2015/198172","2015-12-30","NULL","2016-12-21","2015-05-28","WO","A1","CA","CA"
"353836","2953375","-2","APPLICANT","APPL","Applicant","NULL","NULL","SOLMAX INTERNATIONAL INC.","2801 boul. Marie-Victorin","NULL","NULL","NULL","NULL","VARENNES","Q1","Quebec","J3X 1P7","CA","Canada",2017-01-03,"NULL","DE","NON-PCT","DEVICE AND METHOD FOR THE MAKING OF POLYMERIC FILMS WITH CONTROLLED THICKNESS, AND POLYMERIC FILMS THEREOF","APPAREIL ET METHODE DE FABRICATION DE PELLICULES POLYMERES A EPAISSEUR CONTROLEE, ET PELLICULES POLYMERES AINSI PRODUITS","2022-01-17","CA","A1","NULL","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"353840","2953375","-2","-2","OWNR","Owner","2017-01-03","NULL","SOLMAX INTERNATIONAL INC.","2801 boul. Marie-Victorin","NULL","NULL","NULL","NULL","VARENNES","Q1","Quebec","J3X 1P7","CA","Canada",2017-01-03,"NULL","DE","NON-PCT","DEVICE AND METHOD FOR THE MAKING OF POLYMERIC FILMS WITH CONTROLLED THICKNESS, AND POLYMERIC FILMS THEREOF","APPAREIL ET METHODE DE FABRICATION DE PELLICULES POLYMERES A EPAISSEUR CONTROLEE, ET PELLICULES POLYMERES AINSI PRODUITS","2022-01-17","CA","A1","NULL","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"353851","2953384","-2","APPLICANT","APPL","Applicant","NULL","NULL","KIMPEX INC.","5355 RUE ST-ROCH","NULL","NULL","NULL","NULL","DRUMMONDVILLE","Q1","Quebec","J2B 0B4","CA","Canada",2017-01-03,"NULL","ER","NON-PCT","AIR CONTROL PADS AND SYSTEM FOR AN HELMET AND HELMET EQUIPPED WITH SAME","COUSSINETS DE CONTROLE D'AIR ET SYSTEME DESTINE A UN CASQUE ET CASQUE EQUIPE DESDITS COUSSINETS","2022-01-17","CA","A1","2021-11-16","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"353853","2953384","-2","-2","OWNR","Owner","2017-01-03","NULL","KIMPEX INC.","5355 RUE ST-ROCH","NULL","NULL","NULL","NULL","DRUMMONDVILLE","Q1","Quebec","J2B 0B4","CA","Canada",2017-01-03,"NULL","ER","NON-PCT","AIR CONTROL PADS AND SYSTEM FOR AN HELMET AND HELMET EQUIPPED WITH SAME","COUSSINETS DE CONTROLE D'AIR ET SYSTEME DESTINE A UN CASQUE ET CASQUE EQUIPE DESDITS COUSSINETS","2022-01-17","CA","A1","2021-11-16","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"353857","2953386","-2","APPLICANT","APPL","Applicant","NULL","NULL","POLYCRETE INTERNATIONAL INC.","355 RUE DES RECOLLETS","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H2Y 1V9","CA","Canada",2015-06-25,"NULL","AA","PCT","PREFABRICATED MODULE FOR CASTING A CONCRETE WALL","MODULE PREFABRIQUE POUR LA COULEE D'UN MUR EN BETON","2022-08-01","CA","A1","2020-07-07","CA","EN"," 0","PCT/CA2015/000417","WO2016/000066","2016-01-07","NULL","2016-12-22","2015-06-25","WO","A1","CA","CA"
"353861","2953386","-2","-2","OWNR","Owner","2015-06-25","NULL","POLYCRETE INTERNATIONAL INC.","355 RUE DES RECOLLETS","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H2Y 1V9","CA","Canada",2015-06-25,"NULL","AA","PCT","PREFABRICATED MODULE FOR CASTING A CONCRETE WALL","MODULE PREFABRIQUE POUR LA COULEE D'UN MUR EN BETON","2022-08-01","CA","A1","2020-07-07","CA","EN"," 0","PCT/CA2015/000417","WO2016/000066","2016-01-07","NULL","2016-12-22","2015-06-25","WO","A1","CA","CA"
"353870","2953394","-2","-2","OWNR","Owner","2015-06-19","NULL","SPORTLOGIQ INC.","780 BREWSTER AVE.","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H4C 2K1","CA","Canada",2015-06-19," 2021-11-09","GR","PCT","SYSTEM AND METHOD FOR VISUAL EVENT DESCRIPTION AND EVENT ANALYSIS","SYSTEME ET PROCEDE DE DESCRIPTION D'EVENEMENT VISUEL ET D'ANALYSE D'EVENEMENT","2022-07-11","CA","C","2020-03-30","CA","EN"," 0","PCT/CA2015/050569","WO2015/196281","2015-12-30","NULL","2016-12-22","2015-06-19","WO","C","CA","CA"
"353871","2953394","-2","APPLICANT","APPL","Applicant","NULL","NULL","SPORTLOGIQ INC.","780 BREWSTER AVE.","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H4C 2K1","CA","Canada",2015-06-19," 2021-11-09","GR","PCT","SYSTEM AND METHOD FOR VISUAL EVENT DESCRIPTION AND EVENT ANALYSIS","SYSTEME ET PROCEDE DE DESCRIPTION D'EVENEMENT VISUEL ET D'ANALYSE D'EVENEMENT","2022-07-11","CA","C","2020-03-30","CA","EN"," 0","PCT/CA2015/050569","WO2015/196281","2015-12-30","NULL","2016-12-22","2015-06-19","WO","C","CA","CA"
"353881","2953399","-2","APPLICANT","APPL","Applicant","NULL","NULL","MEDIPENSE INC.","9145 RUE BOIVIN","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H8R 2E5","CA","Canada",2015-06-25,"NULL","CO","PCT","SYSTEM AND METHOD FOR THE DISPENSING OF PILLS","SYSTEME ET PROCEDE POUR LA DISTRIBUTION DE PILULES","2022-01-17","CA","A1","NULL","CA","EN"," 0","PCT/CA2015/050591","WO2015/196293","2015-12-30","NULL","2016-12-22","2015-06-25","WO","A1","CA","CA"
"353883","2953399","-2","-2","OWNR","Owner","2015-06-25","NULL","MEDIPENSE INC.","9145 RUE BOIVIN","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H8R 2E5","CA","Canada",2015-06-25,"NULL","CO","PCT","SYSTEM AND METHOD FOR THE DISPENSING OF PILLS","SYSTEME ET PROCEDE POUR LA DISTRIBUTION DE PILULES","2022-01-17","CA","A1","NULL","CA","EN"," 0","PCT/CA2015/050591","WO2015/196293","2015-12-30","NULL","2016-12-22","2015-06-25","WO","A1","CA","CA"
"354119","2953588","-2","APPLICANT","APPL","Applicant","NULL","NULL","ARTIKA FOR LIVING INC.","563 AVENUE LEPINE","NULL","NULL","NULL","NULL","DORVAL","Q1","Quebec","H9P 2R2","CA","Canada",2017-01-05,"NULL","DE","NON-PCT","LIGHTING DEVICE WITH COLOR TEMPERATURE GRADATION AND METHOD OF USING THE SAME","DISPOSITIF D'ECLAIRAGE AVEC GRADATION DE TEMPERATURE DE COULEUR ET PROCEDE D'UTILISATION DE CELUI-CI","2022-01-17","CA","A1","NULL","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"354122","2953588","-2","-2","OWNR","Owner","2017-01-05","NULL","ARTIKA FOR LIVING INC.","563 AVENUE LEPINE","NULL","NULL","NULL","NULL","DORVAL","Q1","Quebec","H9P 2R2","CA","Canada",2017-01-05,"NULL","DE","NON-PCT","LIGHTING DEVICE WITH COLOR TEMPERATURE GRADATION AND METHOD OF USING THE SAME","DISPOSITIF D'ECLAIRAGE AVEC GRADATION DE TEMPERATURE DE COULEUR ET PROCEDE D'UTILISATION DE CELUI-CI","2022-01-17","CA","A1","NULL","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"354204","2953624","-2","APPLICANT","APPL","Applicant","NULL","NULL","MEDIPENSE INC.","9145 RUE BOIVIN","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H8R 2E5","CA","Canada",2015-07-08," 2019-09-24","GR","PCT","PILL DISPENSER WITH CYLINDRICAL PACKAGE HOLDER FOR ARRAY-TYPE PACKAGES","DISTRIBUTEUR DE PILULES AVEC SUPPORT DE CONDITIONNEMENT CYLINDRIQUE POUR CONDITIONNEMENTS DE TYPE GROUPEMENT","2022-03-07","CA","C","2019-06-20","CA","EN"," 0","PCT/CA2015/050632","WO2016/004529","2016-01-14","NULL","2016-12-23","2015-07-08","WO","C","CA","CA"
"354208","2953624","-2","-2","OWNR","Owner","2015-07-08","NULL","MEDIPENSE INC.","9145 RUE BOIVIN","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H8R 2E5","CA","Canada",2015-07-08," 2019-09-24","GR","PCT","PILL DISPENSER WITH CYLINDRICAL PACKAGE HOLDER FOR ARRAY-TYPE PACKAGES","DISTRIBUTEUR DE PILULES AVEC SUPPORT DE CONDITIONNEMENT CYLINDRIQUE POUR CONDITIONNEMENTS DE TYPE GROUPEMENT","2022-03-07","CA","C","2019-06-20","CA","EN"," 0","PCT/CA2015/050632","WO2016/004529","2016-01-14","NULL","2016-12-23","2015-07-08","WO","C","CA","CA"
"354210","2953625","-2","-2","OWNR","Owner","2015-06-29","NULL","LOGIAG INC.","13 PLACE RAQUEPAS","NULL","NULL","NULL","NULL","SAINTE-MARTINE","Q1","Quebec","J0S 1V0","CA","Canada",2015-06-29,"NULL","RP","PCT","METHOD AND SYSTEM FOR SAMPLING AND ANALYZING SOIL","PROCEDE ET SYSTEME D'ECHANTILLONNAGE ET D'ANALYSE DE SOL","2022-06-20","CA","A1","2020-06-22","CA","EN"," 0","PCT/CA2015/050607","WO2016/000072","2016-01-07","NULL","2016-12-23","2015-06-29","WO","A1","CA","CA"
"354215","2953625","-2","APPLICANT","APPL","Applicant","NULL","NULL","LOGIAG INC.","13 PLACE RAQUEPAS","NULL","NULL","NULL","NULL","SAINTE-MARTINE","Q1","Quebec","J0S 1V0","CA","Canada",2015-06-29,"NULL","RP","PCT","METHOD AND SYSTEM FOR SAMPLING AND ANALYZING SOIL","PROCEDE ET SYSTEME D'ECHANTILLONNAGE ET D'ANALYSE DE SOL","2022-06-20","CA","A1","2020-06-22","CA","EN"," 0","PCT/CA2015/050607","WO2016/000072","2016-01-07","NULL","2016-12-23","2015-06-29","WO","A1","CA","CA"
"354218","2953626","-2","APPLICANT","APPL","Applicant","NULL","NULL","MAROTECH INC.","100, rue de Naples","NULL","NULL","NULL","NULL","ST-AUGUSTIN DE DESMAURES","Q1","Quebec","G3A 2Y2","CA","Canada",2015-07-02,"NULL","AL","PCT","ADHESIVE PACKAGING SYSTEMS AND LAMINATING METHODS USING THE SAME","SYSTEME D'EMBALLAGE ADHESIF, ET PROCEDES DE CONTRECOLLAGE L'UTILISANT","2022-06-13","CA","A1","2020-06-18","CA","EN"," 0","PCT/CA2015/050616","WO2016/000078","2016-01-07","NULL","2016-12-23","2015-07-02","WO","A1","CA","CA"
"354219","2953626","-2","-2","OWNR","Owner","2015-07-02","NULL","MAROTECH INC.","100, rue de Naples","NULL","NULL","NULL","NULL","ST-AUGUSTIN DE DESMAURES","Q1","Quebec","G3A 2Y2","CA","Canada",2015-07-02,"NULL","AL","PCT","ADHESIVE PACKAGING SYSTEMS AND LAMINATING METHODS USING THE SAME","SYSTEME D'EMBALLAGE ADHESIF, ET PROCEDES DE CONTRECOLLAGE L'UTILISANT","2022-06-13","CA","A1","2020-06-18","CA","EN"," 0","PCT/CA2015/050616","WO2016/000078","2016-01-07","NULL","2016-12-23","2015-07-02","WO","A1","CA","CA"
"354329","2953713","-2","-2","OWNR","Owner","2017-01-04","NULL","LOGIAG INC.","13 PLACE RAQUEPAS","NULL","NULL","NULL","NULL","SAINTE-MARTINE","Q1","Quebec","J0S 1V0","CA","Canada",2017-01-04,"NULL","AL","NON-PCT","METHOD AND SYSTEM FOR SAMPLING AND ANALYZING ORGANIC MATERIAL","METHODE ET SYSTEME D'ECHANTILLONNAGE ET D'ANALYSE DE MATIERE ORGANIQUE","2022-07-18","CA","A1","2021-12-30","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"354332","2953713","-2","APPLICANT","APPL","Applicant","NULL","NULL","LOGIAG INC.","13 PLACE RAQUEPAS","NULL","NULL","NULL","NULL","SAINTE-MARTINE","Q1","Quebec","J0S 1V0","CA","Canada",2017-01-04,"NULL","AL","NON-PCT","METHOD AND SYSTEM FOR SAMPLING AND ANALYZING ORGANIC MATERIAL","METHODE ET SYSTEME D'ECHANTILLONNAGE ET D'ANALYSE DE MATIERE ORGANIQUE","2022-07-18","CA","A1","2021-12-30","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"354369","2953736","-2","APPLICANT","APPL","Applicant","NULL","NULL","92893833 QUEBEC INC.","1996 rue Alfred-Pellan","NULL","NULL","NULL","NULL","LONGUEUIL","Q1","Quebec","J4N 1P6","CA","Canada",2015-07-22," 2022-05-10","GR","PCT","LIGHTING DEVICE AND METHOD OF USING THE SAME","DISPOSITIF D'ECLAIRAGE ET SON PROCEDE D'UTILISATION","2022-06-27","CA","C","2020-05-22","CA","EN"," 0","PCT/CA2015/050685","WO2016/011553","2016-01-28","NULL","2016-12-28","2015-07-22","WO","C","CA","CA"
"354371","2953736","-2","-2","OWNR","Owner","2017-08-08","NULL","D-MEDTECH INC.","234 RUE DE L'EGLISE","NULL","NULL","NULL","NULL","ROSEMERE","Q1","Quebec","J7A 2X2","CA","Canada",2015-07-22," 2022-05-10","GR","PCT","LIGHTING DEVICE AND METHOD OF USING THE SAME","DISPOSITIF D'ECLAIRAGE ET SON PROCEDE D'UTILISATION","2022-06-27","CA","C","2020-05-22","CA","EN"," 0","PCT/CA2015/050685","WO2016/011553","2016-01-28","NULL","2016-12-28","2015-07-22","WO","C","CA","CA"
"354374","2953736","-2","-2","OWNR","Owner","2015-07-22","2017-08-08","92893833 QUEBEC INC.","1996 rue Alfred-Pellan","NULL","NULL","NULL","NULL","LONGUEUIL","Q1","Quebec","J4N 1P6","CA","Canada",2015-07-22," 2022-05-10","GR","PCT","LIGHTING DEVICE AND METHOD OF USING THE SAME","DISPOSITIF D'ECLAIRAGE ET SON PROCEDE D'UTILISATION","2022-06-27","CA","C","2020-05-22","CA","EN"," 0","PCT/CA2015/050685","WO2016/011553","2016-01-28","NULL","2016-12-28","2015-07-22","WO","C","CA","CA"
"354700","2953991","-2","-2","OWNR","Owner","2017-01-06","NULL","CAMSO INC.","2633 RUE MACPHERSON","NULL","NULL","NULL","NULL","MAGOG","Q1","Quebec","J1X 0E6","CA","Canada",2017-01-06,"NULL","ER","NON-PCT","TRACK SYSTEM FOR TRACTION OF A VEHICLE","SYSTEME DE CHENILLE POUR LA TRACTION D'UN VEHICULE","2022-02-07","CA","A1","2022-01-06","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"354702","2953991","-2","APPLICANT","APPL","Applicant","NULL","NULL","CAMSO INC.","2633 RUE MACPHERSON","NULL","NULL","NULL","NULL","MAGOG","Q1","Quebec","J1X 0E6","CA","Canada",2017-01-06,"NULL","ER","NON-PCT","TRACK SYSTEM FOR TRACTION OF A VEHICLE","SYSTEME DE CHENILLE POUR LA TRACTION D'UN VEHICULE","2022-02-07","CA","A1","2022-01-06","CA","EN"," 0","NULL","NULL","NULL","NULL","NULL","NULL","CA","A1","CA","CA"
"354929","2954182","-2","-2","OWNR","Owner","2015-07-07","NULL","REPLICOR INC.","6100 ROYALMOUNT AVENUE","SUITE D-101","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H4P 2R2","CA","Canada",2015-07-07,"NULL","RP","PCT","METHODS FOR THE TREATMENT OF HEPATITIS B AND HEPATITIS D VIRUS INFECTIONS","PROCEDES POUR LE TRAITEMENT D'INFECTIONS PAR LE VIRUS DE L'HEPATITE B ET LE VIRUS DE L'HEPATITE D","2022-06-06","CA","A1","2020-06-29","CA","EN"," 0","PCT/CA2015/050626","WO2016/004525","2016-01-14","NULL","2017-01-04","2015-07-07","WO","A1","CA","CA"
"354932","2954182","-2","APPLICANT","APPL","Applicant","NULL","NULL","REPLICOR INC.","6100 ROYALMOUNT AVENUE","SUITE D-101","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H4P 2R2","CA","Canada",2015-07-07,"NULL","RP","PCT","METHODS FOR THE TREATMENT OF HEPATITIS B AND HEPATITIS D VIRUS INFECTIONS","PROCEDES POUR LE TRAITEMENT D'INFECTIONS PAR LE VIRUS DE L'HEPATITE B ET LE VIRUS DE L'HEPATITE D","2022-06-06","CA","A1","2020-06-29","CA","EN"," 0","PCT/CA2015/050626","WO2016/004525","2016-01-14","NULL","2017-01-04","2015-07-07","WO","A1","CA","CA"
"355258","2954437","-2","-2","OWNR","Owner","2015-06-25","NULL","WALTER SURFACE TECHNOLOGIES INC.","5977 Trans-Canada Highway","NULL","NULL","NULL","NULL","POINTE-CLAIRE","Q1","Quebec","H9R 1C1","CA","Canada",2015-06-25," 2022-06-14","GR","PCT","METHODS AND SYSTEM FOR PASSIVATION MEASUREMENTS AND MANAGEMENT","PROCEDES ET SYSTEME POUR MESURES DE PASSIVATION ET GESTION","2022-06-20","CA","C","2019-11-14","CA","EN"," 0","PCT/CA2015/050593","WO2016/004523","2016-01-14","NULL","2017-01-06","2015-06-25","WO","C","CA","CA"
"355259","2954437","-2","-2","OWNR","Owner","2018-11-06","2018-11-08","190394 CANADA INC.","5977 Trans-Canada Highway","NULL","NULL","NULL","NULL","POINTE-CLAIRE","Q1","Quebec","H9R 1C1","CA","Canada",2015-06-25," 2022-06-14","GR","PCT","METHODS AND SYSTEM FOR PASSIVATION MEASUREMENTS AND MANAGEMENT","PROCEDES ET SYSTEME POUR MESURES DE PASSIVATION ET GESTION","2022-06-20","CA","C","2019-11-14","CA","EN"," 0","PCT/CA2015/050593","WO2016/004523","2016-01-14","NULL","2017-01-06","2015-06-25","WO","C","CA","CA"
"355262","2954437","-2","APPLICANT","APPL","Applicant","NULL","NULL","WALTER SURFACE TECHNOLOGIES INC.","5977 Trans-Canada Highway","NULL","NULL","NULL","NULL","POINTE-CLAIRE","Q1","Quebec","H9R 1C1","CA","Canada",2015-06-25," 2022-06-14","GR","PCT","METHODS AND SYSTEM FOR PASSIVATION MEASUREMENTS AND MANAGEMENT","PROCEDES ET SYSTEME POUR MESURES DE PASSIVATION ET GESTION","2022-06-20","CA","C","2019-11-14","CA","EN"," 0","PCT/CA2015/050593","WO2016/004523","2016-01-14","NULL","2017-01-06","2015-06-25","WO","C","CA","CA"
"355274","2954439","-2","-2","OWNR","Owner","2015-07-08","NULL","ADC TECHNOLOGIES INC.","271 - 925 DE MAISONNEUVE WEST","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H3A 0A5","CA","Canada",2015-07-08,"NULL","CO","PCT","ROBUST REDUNDANT-CAPABLE LEAK-RESISTANT COOLED ENCLOSURE WALL","PAROI D'ENCEINTE REFROIDIE RESISTANT AUX FUITES, CAPABLE DE REDONDANCE ET ROBUSTE","2022-01-17","CA","A1","NULL","CA","EN"," 0","PCT/CA2015/050631","WO2016/004528","2016-01-14","NULL","2017-01-06","2015-07-08","WO","A1","CA","CA"
"355275","2954439","-2","APPLICANT","APPL","Applicant","NULL","NULL","ADC TECHNOLOGIES INC.","271 - 925 DE MAISONNEUVE WEST","NULL","NULL","NULL","NULL","MONTREAL","Q1","Quebec","H3A 0A5","CA","Canada",2015-07-08,"NULL","CO","PCT","ROBUST REDUNDANT-CAPABLE LEAK-RESISTANT COOLED ENCLOSURE WALL","PAROI D'ENCEINTE REFROIDIE RESISTANT AUX FUITES, CAPABLE DE REDONDANCE ET ROBUSTE","2022-01-17","CA","A1","NULL","CA","EN"," 0","PCT/CA2015/050631","WO2016/004528","2016-01-14","NULL","2017-01-06","2015-07-08","WO","A1","CA","CA"
